2020-03-29	0	0	19129955	64.26
2020-03-30	0	0	19129955	64.26
2020-03-31	0	0	19129955	64.26
2020-04-01	0	0	19129955	64.26
2020-04-02	3	0	19129955	64.26
2020-04-03	0	0	19129955	64.26
2020-04-04	1	0	19129955	64.26
2020-04-05	0	0	19129955	64.26
2020-04-06	1	0	19129955	64.26
2020-04-07	3	1	19129955	64.26
2020-04-08	0	0	19129955	64.26
2020-04-09	0	0	19129955	64.26
2020-04-10	1	0	19129955	64.26
2020-04-11	3	1	19129955	64.26
2020-04-12	1	0	19129955	64.26
2020-04-13	3	0	19129955	64.26
2020-04-14	0	0	19129955	64.26
2020-04-15	0	0	19129955	64.26
2020-04-16	0	0	19129955	64.26
2020-04-17	1	0	19129955	64.26
2020-04-18	0	0	19129955	64.26
2020-04-19	0	0	19129955	64.26
2020-04-20	0	0	19129955	64.26
2020-04-21	1	0	19129955	64.26
2020-04-22	5	1	19129955	64.26
2020-04-23	10	0	19129955	64.26
2020-04-24	0	0	19129955	64.26
2020-04-25	0	0	19129955	64.26
2020-04-26	1	0	19129955	64.26
2020-04-27	2	0	19129955	64.26
2020-04-28	0	0	19129955	64.26
2020-04-29	0	0	19129955	64.26
2020-04-30	1	0	19129955	64.26
2020-05-01	0	0	19129955	64.26
2020-05-02	1	0	19129955	64.26
2020-05-03	1	0	19129955	64.26
2020-05-04	2	0	19129955	64.26
2020-05-05	0	0	19129955	64.26
2020-05-06	2	0	19129955	64.26
2020-05-07	0	0	19129955	64.26
2020-05-08	0	0	19129955	64.26
2020-05-09	13	0	19129955	64.26
2020-05-10	0	0	19129955	64.26
2020-05-11	1	0	19129955	64.26
2020-05-12	0	0	19129955	64.26
2020-05-13	6	0	19129955	64.26
2020-05-14	0	0	19129955	64.26
2020-05-15	0	0	19129955	64.26
2020-05-16	2	0	19129955	64.26
2020-05-17	5	0	19129955	64.26
2020-05-18	0	0	19129955	64.26
2020-05-19	0	0	19129955	64.26
2020-05-20	1	0	19129955	64.26
2020-05-21	1	0	19129955	64.26
2020-05-22	10	0	19129955	64.26
2020-05-23	0	0	19129955	64.26
2020-05-24	1	1	19129955	64.26
2020-05-25	18	0	19129955	64.26
2020-05-26	0	0	19129955	64.26
2020-05-27	0	0	19129955	64.26
2020-05-28	102	0	19129955	64.26
2020-05-29	70	0	19129955	64.26
2020-05-30	6	0	19129955	64.26
2020-05-31	5	0	19129955	64.26
2020-06-01	52	0	19129955	64.26
2020-06-02	22	0	19129955	64.26
2020-06-03	11	0	19129955	64.26
2020-06-04	24	0	19129955	64.26
2020-06-05	16	0	19129955	64.26
2020-06-06	0	0	19129955	64.26
2020-06-07	29	0	19129955	64.26
2020-06-08	5	0	19129955	64.26
2020-06-09	12	0	19129955	64.26
2020-06-10	0	0	19129955	64.26
2020-06-11	26	0	19129955	64.26
2020-06-12	0	0	19129955	64.26
2020-06-13	48	1	19129955	64.26
2020-06-14	18	1	19129955	64.26
2020-06-15	8	0	19129955	64.26
2020-06-16	9	0	19129955	64.26
2020-06-17	8	0	19129955	64.26
2020-06-18	20	2	19129955	64.26
2020-06-19	28	0	19129955	64.26
2020-06-20	0	0	19129955	64.26
2020-06-21	110	3	19129955	64.26
2020-06-22	19	0	19129955	64.26
2020-06-23	54	0	19129955	64.26
2020-06-24	138	0	19129955	64.26
2020-06-25	19	1	19129955	64.26
2020-06-26	45	1	19129955	64.26
2020-06-27	33	0	19129955	64.26
2020-06-28	108	0	19129955	64.26
2020-06-29	6	0	19129955	64.26
2020-06-30	72	1	19129955	64.26
2020-07-01	41	2	19129955	64.26
2020-07-02	77	0	19129955	64.26
2020-07-03	156	0	19129955	64.26
2020-07-04	115	1	19129955	64.26
2020-07-05	0	0	19129955	64.26
2020-07-06	129	2	19129955	64.26
2020-07-07	76	0	19129955	64.26
2020-07-08	46	5	19129955	64.26
2020-07-09	78	1	19129955	64.26
2020-07-10	127	6	19129955	64.26
2020-07-11	192	2	19129955	64.26
2020-07-12	103	5	19129955	64.26
2020-07-13	66	1	19129955	64.26
2020-07-14	67	1	19129955	64.26
2020-07-15	117	3	19129955	64.26
2020-07-16	98	8	19129955	64.26
2020-07-17	93	4	19129955	64.26
2020-07-18	5	0	19129955	64.26
2020-07-19	97	4	19129955	64.26
2020-07-20	85	3	19129955	64.26
2020-07-21	53	2	19129955	64.26
2020-07-22	257	12	19129955	64.26
2020-07-23	0	0	19129955	64.26
2020-07-24	151	11	19129955	64.26
2020-07-25	0	0	19129955	64.26
2020-07-26	187	12	19129955	64.26
2020-07-27	24	0	19129955	64.26
2020-07-28	45	4	19129955	64.26
2020-07-29	29	0	19129955	64.26
2020-07-30	120	4	19129955	64.26
2020-07-31	220	7	19129955	64.26
2020-08-01	108	6	19129955	64.26
2020-08-02	45	3	19129955	64.26
2020-08-03	41	0	19129955	64.26
2020-08-04	89	5	19129955	64.26
2020-08-05	65	8	19129955	64.26
2020-08-06	65	1	19129955	64.26
2020-08-07	84	0	19129955	64.26
2020-08-08	49	6	19129955	64.26
2020-08-09	34	3	19129955	64.26
2020-08-10	16	0	19129955	64.26
2020-08-11	40	6	19129955	64.26
2020-08-12	38	0	19129955	64.26
2020-08-13	160	1	19129955	64.26
2020-08-14	76	3	19129955	64.26
2020-08-15	38	1	19129955	64.26
2020-08-16	46	4	19129955	64.26
2020-08-17	53	1	19129955	64.26
2020-08-18	68	1	19129955	64.26
2020-08-19	47	1	19129955	64.26
2020-08-20	42	1	19129955	64.26
2020-08-21	40	1	19129955	64.26
2020-08-22	60	2	19129955	64.26
2020-08-23	32	0	19129955	64.26
2020-08-24	5	1	19129955	64.26
2020-08-25	4	1	19129955	64.26
2020-08-26	51	3	19129955	64.26
2020-08-27	22	0	19129955	64.26
2020-08-28	27	1	19129955	64.26
2020-08-29	5	0	19129955	64.26
2020-08-30	8	0	19129955	64.26
2020-08-31	30	1	19129955	64.26
2020-09-01	10	0	19129955	64.26
2020-09-02	3	0	19129955	64.26
2020-09-03	14	0	19129955	64.26
2020-09-04	15	0	19129955	64.26
2020-09-05	3	0	19129955	64.26
2020-09-06	3	0	19129955	64.26
2020-09-07	7	1	19129955	64.26
2020-09-08	9	0	19129955	64.26
2020-09-09	23	0	19129955	64.26
2020-09-10	2	0	19129955	64.26
2020-09-11	14	1	19129955	64.26
2020-09-12	9	0	19129955	64.26
2020-09-13	12	0	19129955	64.26
2020-09-14	7	1	19129955	64.26
2020-09-15	4	0	19129955	64.26
2020-09-16	3	0	19129955	64.26
2020-09-17	7	1	19129955	64.26
2020-09-18	5	0	19129955	64.26
2020-09-19	2	0	19129955	64.26
2020-09-20	13	0	19129955	64.26
2020-09-21	2	0	19129955	64.26
2020-09-22	6	0	19129955	64.26
2020-09-23	7	0	19129955	64.26
2020-09-24	1	0	19129955	64.26
2020-09-25	17	0	19129955	64.26
2020-09-26	2	0	19129955	64.26
2020-09-27	2	0	19129955	64.26
2020-09-28	2	0	19129955	64.26
2020-09-29	2	0	19129955	64.26
2020-09-30	1	0	19129955	64.26
2020-10-01	6	0	19129955	64.26
