2021-01-31	685	8	206139587	54.69																																																						
2021-02-01	676	21	206139587	54.69																																																						
2021-02-02	1634	6	206139587	54.69																																																						
2021-02-03	1138	5	206139587	54.69																																																						
2021-02-04	1340	14	206139587	54.69																																																						
2021-02-05	1624	9	206139587	54.69																																																						
2021-02-06	1588	6	206139587	54.69																																																						
2021-02-07	506	20	206139587	54.69																																																						
2021-02-08	643	6	206139587	54.69																																																						
2021-02-09	1056	21	206139587	54.69																																																						
2021-02-10	1131	8	206139587	54.69																																																						
2021-02-11	938	8	206139587	54.69																																																						
2021-02-12	1005	24	206139587	54.69																																																						
2021-02-13	1143	13	206139587	54.69																																																						
2021-02-14	520	5	206139587	54.69																																																						
2021-02-15	744	9	206139587	54.69																																																						
2021-02-16	1368	16	206139587	54.69																																																						
2021-02-17	1073	10	206139587	54.69																																																						
2021-02-18	877	16	206139587	54.69																																																						
2021-02-19	662	10	206139587	54.69																																																						
2021-02-20	645	18	206139587	54.69																																																						
2021-02-21	521	8	206139587	54.69																																																						
2021-02-22	542	23	206139587	54.69																																																						
2021-02-23	571	12	206139587	54.69																																																						
2021-02-24	655	11	206139587	54.69																																																						
2021-02-25	634	6	206139587	54.69																																																						
2021-02-26	600	11	206139587	54.69																																																						
2021-02-27	341	3	206139587	54.69																																																						
2021-02-28	240	2	206139587	54.69																																																						
2021-03-01	360	8	206139587	54.69																																																						
2021-03-02	479	8	206139587	54.69																																																						
2021-03-03	464	16	206139587	54.69																																																						
2021-03-04	711	12	206139587	54.69																																																						
2021-03-05	371	3	206139587	54.69																																																						
2021-03-06	195	10	206139587	54.69																																																						
2021-03-07	269	5	206139587	54.69																																																						
2021-03-08	400	13	206139587	54.69																																																						
2021-03-09	346	6	206139587	54.69																																																						
2021-03-10	394	5	206139587	54.69																																																						
2021-03-11	287	8	206139587	54.69																																																						
2021-03-12	399	8	206139587	54.69																																																						
2021-03-13	205	4	206139587	54.69																																																						
2021-03-14	120	0	206139587	54.69																																																						
2021-03-15	238	3	206139587	54.69																																																						
2021-03-16	179	2	206139587	54.69																																																						
2021-03-17	187	9	206139587	54.69																																																						
2021-03-18	148	0	206139587	54.69																																																						
2021-03-19	130	0	206139587	54.69																																																						
2021-03-20	112	3	206139587	54.69																																																						
2021-03-21	86	0	206139587	54.69																																																						
