2020-03-14	2	0	28435943	72.06																																																						
2020-03-15	8	0	28435943	72.06																																																						
2020-03-16	7	0	28435943	72.06																																																						
2020-03-17	16	0	28435943	72.06																																																						
2020-03-18	3	0	28435943	72.06																																																						
2020-03-19	6	0	28435943	72.06																																																						
2020-03-20	0	0	28435943	72.06																																																						
2020-03-21	28	0	28435943	72.06																																																						
2020-03-22	0	0	28435943	72.06																																																						
2020-03-23	7	0	28435943	72.06																																																						
2020-03-24	7	0	28435943	72.06																																																						
2020-03-25	7	0	28435943	72.06																																																						
2020-03-26	16	0	28435943	72.06																																																						
2020-03-27	0	1	28435943	72.06																																																						
2020-03-28	12	1	28435943	72.06																																																						
2020-03-29	0	0	28435943	72.06																																																						
2020-03-30	16	1	28435943	72.06																																																						
2020-03-31	0	0	28435943	72.06																																																						
2020-04-01	8	0	28435943	72.06																																																						
2020-04-02	3	2	28435943	72.06																																																						
2020-04-03	7	2	28435943	72.06																																																						
2020-04-04	2	0	28435943	72.06																																																						
2020-04-05	4	0	28435943	72.06																																																						
2020-04-06	6	0	28435943	72.06																																																						
2020-04-07	0	0	28435943	72.06																																																						
2020-04-08	2	2	28435943	72.06																																																						
2020-04-09	4	0	28435943	72.06																																																						
2020-04-10	0	0	28435943	72.06																																																						
2020-04-11	4	0	28435943	72.06																																																						
2020-04-12	6	0	28435943	72.06																																																						
2020-04-13	8	0	28435943	72.06																																																						
2020-04-14	0	0	28435943	72.06																																																						
2020-04-15	8	0	28435943	72.06																																																						
2020-04-16	7	0	28435943	72.06																																																						
2020-04-17	0	0	28435943	72.06																																																						
2020-04-18	23	0	28435943	72.06																																																						
2020-04-19	29	0	28435943	72.06																																																						
2020-04-20	0	0	28435943	72.06																																																						
2020-04-21	29	1	28435943	72.06																																																						
2020-04-22	3	0	28435943	72.06																																																						
2020-04-23	23	0	28435943	72.06																																																						
2020-04-24	7	0	28435943	72.06																																																						
2020-04-25	5	0	28435943	72.06																																																						
2020-04-26	2	0	28435943	72.06																																																						
2020-04-27	4	0	28435943	72.06																																																						
